VILL_ID,VILL_NAME,GP_NAME,GP_CODE
289980,1 No. Bacha Gaon,NA-SADIYA,9
289935,1 No. Bishnupur Pohukhowa,RAJGARH,5
289972,1 No. Boiragi Math,NA-SADIYA,9
289947,1 No. Borgorah Assamiya,BURABURI,3
289962,1 No. Chapakhowa,NA-GAON,8
289943,1 No. Rampur Megela,RAJGARH,5
289957,1 No. Santipur,SANTIPUR,6
290935,112/109 Makum Assam T.C.No.3,KUMARPATTY,79
289936,2 No. Bishnupur Bargohain,RAJGARH,5
289934,2 No. Bishnupur Pohukhowa,RAJGARH,5
289973,2 No. Boiragimath,NA-SADIYA,9
289946,2 No. Borgorah Assamiya,BURABURI,3
289968,2 No. Chapakhowa,NA-GAON,8
289978,2 No. Gohain Gaon,NA-GAON,8
289942,2 No. Rampur Megela,RAJGARH,5
289956,2 No. Santipur,SANTIPUR,6
289945,3 No. Borgorah Assamiya,BURABURI,3
289955,3 No. Santipur,SANTIPUR,6
289954,4 NO. SANTIPUR,SANTIPUR,6
290909,A.O.C. Block 2 Ndpt,GOLAI,76
291011,Abor Gaon N.C.,JAGUN,86
290006,Adarsha Deori,AMBIKAPUR,12
290915,Agbandha,MAKUMPATHAR,74
290903,Agbandha Bangali,MAKUMPATHAR,74
290127,Ahom Gaon,DHOLA-DHADUM,18
290352,Ahom Pathar,KAKOPATHER,23
290528,Ahukhat Gaon,BORGURI,48
290097,Ajukha Gaon,AROIMURIA,15
290096,Ajukha N.C.No.2,DANGARI,19
290118,Ajukha N.C.No.2,DANGARI,19
290887,Alubari Gaon No.2,KETETONG,73
289899,Amarpur,AMARPUR,1
290837,Ambikapur,BRAHMAJAN,71
290838,Ambikapur N.C.,BRAHMAJAN,71
290294,Amguri Gaon,GABHARUBHETI,39
290441,Amguri Gaon,GABHARUBHETI,39
290342,Amguri Gaon No-1 + 2,DIRAK,36
290972,Amrit Gaon,KUMSAI,85
290677,Anandabag T.E.,TINGRAI,54
289900,Arapatang,AMARPUR,1
290079,Arhai Muria Gaon,AROIMURIA,15
290210,Asomiya Balijan Gaon,TIPUK,25
290967,Assam Rly.Wla No.85,LEDO,82
290718,Assomiya Pathar Gaon,TINGRAI,54
290427,Athengia Gaon,RANGAJAN,26
290454,Badalbheta T.E. 111/114 Nlr,KAKOJAN,42
290455,Badlabheta T.E. 79/76 Nlr,KAKOJAN,42
290551,Baghbari Gaon,PANITOLA,46
290252,Baghjan Gaon,BAGHJAN,28
290253,Baghjan T.E. 137/140  (A) Nlr,BAGHJAN,28
290270,Baghjan T.E. 137/140 (B) Nlr,BAGHJAN,28
290225,Baghjan T.E. 212/167/214/164,BAGHJAN,28
290271,Baghjan T.E. 31 Wl,BAGHJAN,28
290248,Baghjan T.E. 351/352,BAGHJAN,28
290222,Baghjan T.E. 353 Nlr,BAGHJAN,28
290872,Baghmora Gaon,KETETONG,73
290656,Bahadur Te.344 Nlr.,KACHAMARI,56
290824,Balijan,DUWARMORA,70
291056,Balijan Forest Gaon,BORBIL,77
290579,Bambari Gaon,ITAKHULI CHARIALI,52
290435,Bamun Gaon,GABHARUBHETI,39
290246,Bandarkhati Gaon,BANDERKHATI,29
290207,Bangali Balijan,TIPUK,25
290910,Bapapung No.2,GOLAI,76
290879,Bapu Pathar No.2,KETETONG,73
290128,Bar Dhadum Gaon,DHOLA-DHADUM,18
289944,Barpather,BURABURI,3
290571,Baruahula Gaon,BARUAHULA,50
290822,Bebejia,DUWARMORA,70
290284,Bebejia Gaon,BAREKURI,32
290823,Bebejia N.C.,DUWARMORA,70
290572,Betioni Gaon,BARUAHULA,50
290308,Betjan Bongali Gaon,HAPJAN,34
290312,Betjan Gaon,HAPJAN,34
290306,Betjan T.E. 154/151 Nlr,HAPJAN,34
290313,Betjan T.E. 255 Nlr,HAPJAN,34
290314,Betjan T.E. 297 Nlr,HAPJAN,34
290016,Bhabala,NA-SADIYA,9
290062,Bhabang Khal Gaon,SAIKHOWA,14
290026,Bhabani Gar Deori,BURABURI,3
290663,Bherbheri Gaon,LANGKASHI,59
290525,Bherjan Gaon,BORGURI,48
291042,Bhim Pathar,BOGAPANI,65
290603,Bhimpara Gaon,RANGPURIA,53
290140,Bihia Gaon,DANGARI,19
290302,Bihiating Gaon,BAREKURI,32
290022,Bil Bosti Sunpura,SUNPURA,10
289984,Bil Gaon,SUNPURA,10
290973,Bisa Gaon No.1,KUMSAI,85
290430,Bisa Kupi T.E. 73 Fs.,MANKHOWA,41
290429,Bisa Kupi T.E. 8 No. L.C.,MANKHOWA,41
290482,Bisakapi T.E. 121 Fs.,MANKHOWA,41
290452,Bisakupi T.E. 121 Wl,MANKHOWA,41
290066,Bisani Mukh Gaon No.1  (Bisani Mukh Gaon),AROIMURIA,15
290067,Bisani Mukh N.C.,AROIMURIA,15
289965,Bishnupur Bhatikhuti,NA-GAON,8
291008,Bishnupur N.C. No.1,JAGUN,86
291009,Bishnupur N.C. No.2,JAGUN,86
290439,Bishnurpur,GABHARUBHETI,39
290646,Bishphutia Gaon,BORDUBI KONWARI PATHER,58
290235,Bissakopi Gaon,DOIMUKHIA,30
290236,Bissakupi T.E. 72 Wl,DOIMUKHIA,30
290034,Bodo Gaon,AMBIKAPUR,12
290732,Bogapani T.E.27 Appln No.3 Block,BOGAPANI,65
290730,Bogapani T.E.27 Appln.No.1 Block,BOGAPANI,65
290731,Bogapani T.E.27 Appln.No.2 Block,BOGAPANI,65
290733,Bogapani T.E.27 Block No.4,BOGAPANI,65
290726,Bogapani T.E.32 Darkhasta,PANIKHOWA,61
290787,Boka Pathar,BURIDIHING,67
290796,Boka Pathar N.C.,BURIDIHING,67
290672,Bokajan Gaon,LANGKASHI,59
289997,Bokapathar,BORJIYA,7
290450,Bokpara T.E. 168/173 Fs.,BORDUBI,40
290685,Bongali Balijan Gaon,HAPJAN,34
290080,Bookapathar Gaon,AROIMURIA,15
290081,Bookapathar Khanda,AROIMURIA,15
290008,Bor Dhania,SUNPURA,10
290361,Bor Dirak No-1,DIRAK,36
290360,Bor Dirak No-2,DIRAK,36
290359,Bor Dirak No-3,DIRAK,36
290357,Bor Mechai No-1,DIRAK,36
290356,Bor Mechai No-2,DIRAK,36
290135,Bor Pathar N.C.,MEGELA,17
290131,Bor Pathar No.1,MEGELA,17
290132,Bor Pathar No.2,MEGELA,17
290229,Bor Rupai Gaon,DAISAJAN,24
290327,Bora Chuk No-1,KAKOPATHER,23
290347,Bora Chuk No-2,KAKOPATHER,23
290321,Borali Gaon No-1,KAKOPATHER,23
290322,Borali Gaon No-2,KAKOPATHER,23
290324,Borali N.C.,KAKOPATHER,23
290635,Borbheta Bongali Gaon,BAPUJI,57
290631,Borbheta Te.331 Nlr,BAPUJI,57
290911,Borbil Gaon No.1,GOLAI,76
290913,Borbil Gaon No.2  (Bogapani),BORBIL,77
290912,Borbil Gaon No.3,BORBIL,77
289918,Borbil Pathar,KUNDIL,4
289917,Borbil Pathar Masaki,RAJGARH,5
290748,Bordirak,KOILASHPUR,66
290642,Bordubi Rev. Town.,BORDUBI KONWARI PATHER,58
290421,Bordubi T.E. 171/168 Nlr.,BORDUBI,40
290424,Bordubi T.E. 172/169 Nlr.,BORDUBI,40
290432,Bordubi T.E. 217/215/244/242 N,BORDUBI,40
290426,Bordubi T.E. 4/544 Wl,BORDUBI,40
290422,Bordubi T.E. Wl 6,BORDUBI,40
290434,Bordubi T.E. Wli,BORDUBI,40
290303,Borgaon,BAREKURI,32
290947,Borgolai Electric Line,BORGOLAI,80
290953,Borgolai Gaon No.1,BORGOLAI,80
290946,Borgolai Gaon No.2,BORGOLAI,80
291063,Borgolai Grant No.II,BORGOLAI,80
290943,Borgolai Telkhat,BORGOLAI,80
289959,Borgorah Deopani Miri No.2,BURABURI,3
289948,Borgorah Kalani Miri,BURABURI,3
290018,Borgoya Deori Gaon,SUNPURA,10
290693,Borhapjan Gaon,BORHAPJAN,60
290776,Borhollong No.1,BURIDIHING,67
290777,Borhollong No.2,BURIDIHING,67
290769,Borhollong No.3,BURIDIHING,67
290775,Borhollong Pathar,BURIDIHING,67
290438,Borjan,GABHARUBHETI,39
291053,Borjan Forest Village,BORBIL,77
289958,Borjhiya,BORJIYA,7
290926,Borkuruka,BHITORPAWOI,78
290094,Bormura Gaon,SAIKHOWA,14
290084,Bormura Miri Pathar,SAIKHOWA,14
290687,Bortarani Gaon,BORHAPJAN,60
290666,Bozaloni T.E. 23 Nlr.,LANGKASHI,59
290664,Bozaloni T.E. 8/6119 N.L R,LANGKASHI,59
290667,Bozaloni T.E.19 Nlr.,LANGKASHI,59
290665,Bozaloni T.E.22 Nlr,LANGKASHI,59
290518,Bozaltoli T.E. (Div.) No-13 Fs.Gt,GUIJAN,43
290840,Brahmajan,BRAHMAJAN,71
289909,Buraburi Deori,BURABURI,3
290027,Buraburi Deori No-2,BURABURI,3
290144,Chamguri Gaon,GAKHIRBHETI,22
289897,Champet Bodo,AMARPUR,1
290530,Chandmari Bongali Gaon,BORGURI,48
290529,Chandmari Gaon,BORGURI,48
289938,Chandrapur,RAJGARH,5
291003,Chandrapur N.C.,JAGUN,86
290011,Changchap,HOLLOWGAON,11
290574,Changmai Gaon,LAIPULI,51
289961,Chapakhowa Assamiya Nepali,NA-GAON,8
289902,Charah Gaon,AMARPUR,1
290389,Cheleng Guri Gaon No-1,KOOMSUNG,38
290390,Cheleng Guri No-2,KOOMSUNG,38
290167,Chengeli Gaon,DHOLA-DHADUM,18
290694,Chengelijan Gaon,HANSARA,62
290527,Chikajan Gaon,BORGURI,48
290783,Chikarajan,BIJULIBAN,69
289888,Chilling Lachan,AMARPUR,1
289890,Chilling Madhupur,AMARPUR,1
289892,Chilling Ming Mang,AMARPUR,1
290962,Chipe Gaon,LEDO COLLIEARY,83
290243,Chota Rupai Gaon,DAISAJAN,24
290680,Chotohapjan 120  (Pattaland),HAPJAN,34
290633,Chototingrai Te. 7/8 Nlr,BAPUJI,57
290632,Chototingrai Te.54 Fs.,BAPUJI,57
290339,Chuta Dirak No-1,MAITHONG,35
290298,Chuta Hapjan G Aon No-1,HAPJAN,34
290311,Chuta Hapjan T.E. 129 Fs.,HAPJAN,34
290310,Chuta Hapjan T.E. 56 Wl,HAPJAN,34
290577,Dahutia Gaon,LAIPULI,51
290265,Daidam T.E. 135/138 Wl,DOIDAM,31
290263,Daidam T.E. 38 Wl,DOIDAM,31
290262,Daidam T.E. 561/7 Wl,DOIDAM,31
290237,Daimukhiya Gaon,DOIMUKHIA,30
290261,Daimukhiya T.E. 12 Wl,DOIMUKHIA,30
290260,Daimukhiya T.E. 13/34/49 Wl,DOIMUKHIA,30
290233,Daimukhiya T.E. 25/26 Wl,DOIMUKHIA,30
290239,Daimukhiya T.E. 83 Wl,DOIMUKHIA,30
290240,Daimukhiya T.E. 84 Wl,DOIMUKHIA,30
290206,Daisa Gaon,TIPUK,25
290216,Daisajan T.E.  (1) 2 Wl,DAISAJAN,24
290205,Daisajan T.E. 10/12/ Wl,DAISAJAN,24
290214,Daisajan T.E. 13/14/22/15,DAISAJAN,24
290204,Daisajan T.E. 2/8/9 Wl,DAISAJAN,24
290182,Daisajan T.E.No.12 Wl.,DAISAJAN,24
290753,Dakhin Bishrampur,KOILASHPUR,66
290009,Dalapani,SUNPURA,10
290126,Dangari Chring,DANGARI,19
290141,Dangari Gaon,DANGARI,19
290195,Dangari Pathar,DANGARI,19
290192,Dangari T.E. 100/41/158 No.,RANGAJAN,26
290193,Dangari T.E. 130 Fs.,RANGAJAN,26
290194,Dangari T.E. 131 No. Fs.,RANGAJAN,26
290208,Dariabheti Gaon,TIPUK,25
290199,Dazijan No.1,KORDOIGURI,27
290305,Denka Gaon,BAREKURI,32
290586,Deohal Te.146/143 Nlr,LAIPULI,51
290589,Dewhal T.E. Appl. No-11 Block No-2,LAIPULI,51
290588,"Dewhal T.E.No-6/140,193/191 Nlr. Gt",LAIPULI,51
290584,Dewhal Te.147/144 Nlr.,LAIPULI,51
290585,Dewhal Te.278 Nlr,LAIPULI,51
290587,Dewhal Te.Appl.No-11Block No-4,LAIPULI,51
290497,Dhakual Gaon,GTTONG,45
290106,Dhala Gaon,DHOLA-DHADUM,18
290495,Dhalakhat Bagan Gaon,GTTONG,45
290007,Dhaniapur,AMBIKAPUR,12
290576,Dhariya Gaon,BARUAHULA,50
291058,Dhekiajan Forest Village No.1,BOGAPANI,65
291059,Dhekiajan Forest Village No.2,BOGAPANI,65
290599,Dhekiajuri Bongali Gaon,ITAKHULI CHARIALI,52
290559,Dhekiajuri Gaon,LAIPULI,51
290274,Dhelakhat T.E. 17 Wl,GTTONG,45
290581,Dhoria Raitak Gaon,LAIPULI,51
290669,Dhulijan Gaon,LANGKASHI,59
290272,Diamuli Gaon No-1,DIGHALTARANG,87
290273,Diamuli Gaon No-2,DIGHALTARANG,87
290244,Diamuli T.E. 11 NLR,BANDERKHATI,29
290256,Diamuli T.E. 139/136 Nlr,BANDERKHATI,29
290254,Diamuli T.E. 141/138 Nlr,BANDERKHATI,29
290257,Diamuli T.E. 168/144/195/193 N,BANDERKHATI,29
290269,Diamuli T.E. 181 Wl.,BANDERKHATI,29
290247,Diamuli T.E. 205/203,DIGHALTARANG,87
290255,Diamuli T.E. 41 Wl,BANDERKHATI,29
290886,Dibong Fakial,KETETONG,73
290893,Dibong No.2,KETETONG,73
290890,Dibongbari,KETETONG,73
290834,Dibrujan No.1,BRAHMAJAN,71
290833,Dibrujan No.2,BRAHMAJAN,71
290832,Dibrujan No.3,BRAHMAJAN,71
290831,Dibrujan No.4,BRAHMAJAN,71
290830,Dibrujan No.5,BRAHMAJAN,71
290098,Dighal Mechaki Gaon,AROIMURIA,15
290099,Dighal Mesaki N.C. (2),AROIMURIA,15
290292,Dighal Sako Gaon,BAREKURI,32
290765,Dighali Pathar,KOILASHPUR,66
290250,Dighaltarang Gaon,DIGHALTARANG,87
290224,Dighaltarang T.E. 120/117,BAGHJAN,28
290249,Dighaltarang T.E. 121/122/118,DIGHALTARANG,87
290901,Dihing T.E.,MAKUMPATHAR,74
289912,Dikrang Gaon,KUNDIL,4
290561,Dimoruguri,DIMARUGURI,49
290549,Dinjan Chapori,PANITOLA,46
290507,Dinjan T.E. 106 F.C (B),KHAMTIGUWALI,44
290509,Dinjan T.E. 111 1/2 Nlr,KHAMTIGUWALI,44
290931,Dirak No.1,BHITORPAWOI,78
290074,Dirakmukh N.C.,HAHKHATI,16
289932,Disai Miri,KUNDIL,4
289928,Disai Nadiyal,KUNDIL,4
290245,Dohutia Gaon,BANDERKHATI,29
291049,Doom Dooma Forest Village,BURIDIHING,67
289970,Doom Pathar,NA-SADIYA,9
290699,Doomdooma Pathar Gaon,HANSARA,62
289941,Dopani Bihiya,RAJGARH,5
289939,Dopani Borgaon,RAJGARH,5
289940,Dopani Gaon,RAJGARH,5
289907,Dora Gaon,BURABURI,3
290820,Duarmara Tea Co No 17  (Nla),DUWARMORA,70
290819,Duarmara Tea Co No 258 (Wla),DUWARMORA,70
290762,Dumchi Hatigarh,KOILASHPUR,66
290791,Duwarmara Gaon No.1,DUWARMORA,70
290790,Duwarmara Pathar,DUWARMORA,70
290336,Duwonia Maithon No-1,MAITHONG,35
290346,Duwonia Maithon No-2,MAITHONG,35
290345,Duwonia Maithong No-3,MAITHONG,35
290329,Duwonia Maithong No-5,MAITHONG,35
290330,Duwonia Maithong No-6,MAITHONG,35
290856,Enthem Gaon,ENTHEM,72
290855,Enthem Naga Pathar,KETETONG,73
290143,Era Gaon,TALAP,20
290490,Erasuti Gaon,GUIJAN,43
290489,Erasuti N.C.,GUIJAN,43
289898,Etsum,AMARPUR,1
290884,Fakial Gaon No.1,KETETONG,73
291029,Famang Nc.No.1,LEKHAPANI,84
290431,Fatickjan Gaon,MANKHOWA,41
290740,Forest Vill. Lakhipathar,LAKHIPATHAR,64
290411,Gabharu Bhati Na-Gaon,GABHARUBHETI,39
290420,Gabhorubheti,GABHARUBHETI,39
290563,Gaharipam Gaon,DIMARUGURI,49
290163,Gakhir Bheti Gaon,GAKHIRBHETI,22
290569,Gandhiya Naharani Gaon,BARUAHULA,50
290089,Garai Mari N.C.,NA-BARMURA,13
290025,Gargaon N.C.,HOLLOWGAON,11
290211,Garumoratup Gaon,TIPUK,25
290221,Gatang Gaon,KORDOIGURI,27
290419,Gauripur Gaon,GABHARUBHETI,39
290536,Gelapukhuri Gaon,BORGURI,48
290523,Gelapukhuri T.E.258 Nlr .Gt.,GTTONG,45
290524,Gelapukhuri T.E.No-285 Nlr.Gt.,GTTONG,45
290522,Gelapukhuri Te.No-266 Nlr.Gt.,GTTONG,45
289894,Ghahpur,AMARPUR,1
289920,Ghurmara Chapori,KUNDIL,4
290400,Gobani Gaon,KOOMSUNG,38
290061,Gohain Gaon,NA-BARMURA,13
290908,Golai Gaon No.1,GOLAI,76
290906,Golai Gaon No.3,GOLAI,76
290905,Golai Gaon No.5,PAWOI,75
290437,Gonhai Krishnapur,GABHARUBHETI,39
289930,Gosala Abor Miri,KUNDIL,4
290494,Gotong Bongali Gaon,GTTONG,45
290498,Gotong Gaon,GTTONG,45
290502,Guijan Gaon,GUIJAN,43
290686,Gupanari Habi Gaon,BORHAPJAN,60
290793,Hahkhata Rahbari Gaon,BIJULIBAN,69
290078,Hahkhati Miri Gaon N.C.,HAHKHATI,16
290075,Hahkhati Nepali N.C.,HAHKHATI,16
290331,Hahkhati Pathar,MAITHONG,35
290077,Hahkhati T.E. Gt.No.1 Nlr,HAHKHATI,16
290700,"Hahsara 8 no,Grant",HANSARA,62
290697,Hahsara T.E. 59/56 Appln.,HANSARA,62
290698,Hahsara T.E. 79/538 Gt.,HANSARA,62
290696,Hahsara T.E.15/12 Nlr.,HANSARA,62
290735,Hahsara T.E.20/156 Orr.,HANSARA,62
290213,Hallowkhowa Gaon,DAISAJAN,24
290295,Hallowtup Gaon,HATIJAN,33
290072,Halua Pathar N.C.,HAHKHATI,16
289931,Haripur,RAJGARH,5
290991,Hasak,KUMSAI,85
290291,Hatibat Gaon No-1,KORDOIGURI,27
290290,Hatibat Gaon No-2,KORDOIGURI,27
290317,Hatigarh Gaon,TONGONA,37
290376,Hatigarh Gaon,TONGONA,37
290060,Hatighuli N.C.,NA-BARMURA,13
290293,Hatijan Gaon,HATIJAN,33
290107,Hatikhowa,DHOLA-DHADUM,18
290980,Hawai Pathar No.1,KUMSAI,85
290977,Hawai Pathar No.2,KUMSAI,85
290976,Hawai Pathar No.3,KUMSAI,85
290608,Hebeda Bongali Gaon,TENGAPANI,55
290611,Hebeda Te.176/179 Nlr,TENGAPANI,55
290283,Hilikha T.E. 27 Fs.,HATIJAN,33
290277,Hilikha T.E. 5 Wl,HATIJAN,33
290578,Hilikhaguri Goan,ITAKHULI CHARIALI,52
290654,Hokani Pathar Gaon,KACHAMARI,56
290659,Holloguri Gaon,LANGKASHI,59
290768,Hollong Guti Bari N.C. No.2,BURIDIHING,67
